671.613	146.645	143.000	226.903	194.387	179.226	223.258	211.194	110.710	134.710	137.129	114.742	Jeff_Bagwell	2013
0	0	0	0	0	0	0	0	0	0	0	0	Stan_Bahnsen	2005
0	0	0	0	0	0	0	0	0	0	0	0	Stan_Bahnsen	2006
0	0	0	0	0	0	0	0	0	0	0	13.818	Stan_Bahnsen	2007
15.533	12.097	10.645	13.355	13.935	14.710	15.727	13.194	11.806	12.194	11.226	9.839	Stan_Bahnsen	2008
11.806	11.290	12.097	17.097	14.129	14.194	18.484	20.548	12.733	22.548	14.806	13.516	Stan_Bahnsen	2009
15.032	15.742	19.097	22.645	23.355	15.839	17.097	24.806	22.097	21.258	20.065	18.387	Stan_Bahnsen	2010
18.613	19.613	18.129	16.258	20.065	16.484	19.774	19.419	14.226	15.742	21.903	16.000	Stan_Bahnsen	2011
17.581	14.806	13.935	15.742	16.387	20.387	21.452	18.323	15.581	14.226	13.258	11.323	Stan_Bahnsen	2012
16.645	12.355	15.194	16.484	16.065	15.387	19.161	15.387	10.871	12.161	9.871	10.645	Stan_Bahnsen	2013
0	0	0	0	0	0	0	0	0	0	0	0	Bob_Bailey_(baseball)	2005
0	0	0	0	0	0	0	0	0	0	0	0	Bob_Bailey_(baseball)	2006
0	0	0	0	0	0	0	0	0	0	0	9.909	Bob_Bailey_(baseball)	2007
9.767	9.645	9.065	10.903	11.161	11.710	11.182	10.419	9.968	15.355	8.742	7.613	Bob_Bailey_(baseball)	2008
10.065	7.903	11.097	11.161	11.161	12.032	11.613	13.065	9.700	12.806	11.839	11.774	Bob_Bailey_(baseball)	2009
10.710	20.484	14.226	15.452	15.839	10.613	12.161	16.903	12.452	16.806	14.774	13.323	Bob_Bailey_(baseball)	2010
10.903	11.710	11.032	11.032	12.581	11.613	14.484	11.516	10.161	15.516	14.581	11.226	Bob_Bailey_(baseball)	2011
15.032	14.742	14.484	17.097	17.097	14.935	17.677	16.774	20.129	29.194	13.613	12.742	Bob_Bailey_(baseball)	2012
12.774	12.548	14.161	18.419	16.903	17.871	15.935	12.968	12.161	12.710	7.161	8.935	Bob_Bailey_(baseball)	2013
0	0	0	0	0	0	0	0	0	0	0	0	Bob_Bailor	2005
0	0	0	0	0	0	0	0	0	0	0	0	Bob_Bailor	2006
0	0	0	0	0	0	0	0	0	0	0	7.727	Bob_Bailor	2007
7.867	6.871	6.065	8.065	9.871	10.839	8.273	7.774	6.355	8.742	4.839	5.161	Bob_Bailor	2008
5.581	5.323	7.516	7.516	8.935	7.355	12.613	10.710	9.267	10.484	8.452	8.871	Bob_Bailor	2009
7.710	9.516	14.161	16.452	15.806	12.452	12.290	18.839	14.710	16.258	15.968	11.774	Bob_Bailor	2010
12.161	10.032	9.839	10.645	9.903	11.484	12.065	9.839	8.806	11.774	12.581	11.613	Bob_Bailor	2011
14.323	12.355	13.710	15.387	13.806	15.290	16.806	22.032	15.968	16.065	15.452	20.742	Bob_Bailor	2012
